BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
M001194,HON. JOHN R. MOOLENAAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0497731,SHAY WATER COMPANY INC,2/22/2017,2/22/2017,WATER,18,2017,SHAY WATER COMPANY INC
M001194,HON. JOHN R. MOOLENAAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/15/2017,AP,E0476106,READYREFRESH BY NESTLE,11/27/2016,12/26/2016,WATER,73.43,2016,READYREFRESH BY NESTLE
M001194,HON. JOHN R. MOOLENAAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/30/2017,AP,E0480394,SHAY WATER COMPANY INC,12/20/2016,12/20/2016,WATER,12,2016,SHAY WATER COMPANY INC
M001195,HON. ALEXANDER X. MOONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0488043,TYLER MOUNTAIN WATER COMPANY,1/25/2017,1/31/2017,WATER,31.12,2017,TYLER MOUNTAIN WATER COMPANY
M001195,HON. ALEXANDER X. MOONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,19.99,2017,DEER PARK
M001195,HON. ALEXANDER X. MOONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/16/2017,AP,E0496220,TYLER MOUNTAIN WATER COMPANY,2/28/2017,2/28/2017,WATER,13.73,2017,TYLER MOUNTAIN WATER COMPANY
M001195,HON. ALEXANDER X. MOONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,19.99,2017,DEER PARK
M001195,HON. ALEXANDER X. MOONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,E0479351,TYLER MOUNTAIN WATER COMPANY,12/31/2016,12/31/2016,WATER,13.73,2016,TYLER MOUNTAIN WATER COMPANY
M001195,HON. ALEXANDER X. MOONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,19.99,2016,DEER PARK
M001160,HON. GWEN MOORE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,76.96,2017,DEER PARK
M001160,HON. GWEN MOORE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,27.99,2017,DEER PARK
M001160,HON. GWEN MOORE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,76.96,2016,DEER PARK
M001196,HON. SETH MOULTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,E0488737,CRYSTAL SPRING BEVERAGE COMPANY INC,1/12/2017,1/12/2017,WATER,28.75,2017,CRYSTAL SPRING BEVERAGE COMPANY INC
M001196,HON. SETH MOULTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,E0488739,CRYSTAL SPRING BEVERAGE COMPANY INC,1/28/2017,1/28/2017,WATER,23,2017,CRYSTAL SPRING BEVERAGE COMPANY INC
M001196,HON. SETH MOULTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,19.99,2017,DEER PARK
M001196,HON. SETH MOULTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,19.99,2017,DEER PARK
M001196,HON. SETH MOULTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0499542,CRYSTAL SPRING BEVERAGE COMPANY INC,2/23/2017,2/23/2017,WATER,34.5,2017,CRYSTAL SPRING BEVERAGE COMPANY INC
M001196,HON. SETH MOULTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0499543,CRYSTAL SPRING BEVERAGE COMPANY INC,2/1/2017,2/1/2017,WATER,9.45,2017,CRYSTAL SPRING BEVERAGE COMPANY INC
M001196,HON. SETH MOULTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,19.99,2016,DEER PARK
M001196,HON. SETH MOULTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,E0488701,CRYSTAL SPRING BEVERAGE COMPANY INC,1/1/2017,1/1/2017,WATER,9.45,2017,CRYSTAL SPRING BEVERAGE COMPANY INC
M001190,HON. MARKWAYNE MULLIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0477132,QUENCH,1/1/2017,12/31/2017,WATER,360,2017,QUENCH
M001190,HON. MARKWAYNE MULLIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0493475,SPARKLETTS & SIERRA SPRINGS,2/10/2017,2/10/2017,WATER,32.95,2017,SPARKLETTS & SIERRA SPRINGS
M001190,HON. MARKWAYNE MULLIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/5/2017,AP,E0474686,SPARKLETTS & SIERRA SPRINGS,12/2/2016,12/2/2016,WATER,8.99,2016,SPARKLETTS & SIERRA SPRINGS
M001182,HON. MICK MULVANEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0486891,HAGUE QUALITY WATER OF MD INC,1/1/2017,1/30/2017,WATER,59,2017,HAGUE QUALITY WATER OF MD INC
M001182,HON. MICK MULVANEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/15/2017,AP,E0495092,HAGUE QUALITY WATER OF MD INC,2/28/2017,2/28/2017,WATER,59,2017,HAGUE QUALITY WATER OF MD INC
M001182,HON. MICK MULVANEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0475040,HAGUE QUALITY WATER OF MD INC,12/1/2016,12/30/2016,WATER,59,2016,HAGUE QUALITY WATER OF MD INC
M001191,HON. PATRICK MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AR,AC-12690,ZEPHYRHILLS SPRING WATER,9/25/2016,10/24/2016,WATER,-4.24,2016,ZEPHYRHILLS SPRING WATER
M001191,HON. PATRICK MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AR,AC-12691,ZEPHYRHILLS SPRING WATER,8/25/2016,9/24/2016,WATER,-45.14,2016,ZEPHYRHILLS SPRING WATER
M001191,HON. PATRICK MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AR,AC-12692,ZEPHYRHILLS SPRING WATER,6/25/2016,7/24/2016,WATER,-10.62,2016,ZEPHYRHILLS SPRING WATER
M001151,HON. TIM MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0485779,CRYSTAL SPRINGS,2/4/2017,2/4/2017,WATER,54.55,2017,CRYSTAL SPRINGS
M001151,HON. TIM MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,62.95,2017,DEER PARK
M001151,HON. TIM MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/13/2017,AP,E0494786,CRYSTAL SPRINGS,3/2/2017,3/2/2017,WATER,54.55,2017,CRYSTAL SPRINGS
M001151,HON. TIM MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,62.95,2017,DEER PARK
M001151,HON. TIM MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0479120,CRYSTAL SPRINGS,12/12/2016,12/21/2016,WATER,44.53,2016,CRYSTAL SPRINGS
M001151,HON. TIM MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,62.95,2016,DEER PARK
N000002,HON. JERROLD NADLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0486811,READYREFRESH BY NESTLE,1/11/2017,1/31/2017,WATER,68.88,2017,READYREFRESH BY NESTLE
N000002,HON. JERROLD NADLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0487464,READYREFRESH BY NESTLE,12/27/2016,1/26/2017,WATER,50.97,2017,READYREFRESH BY NESTLE
N000002,HON. JERROLD NADLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0499415,READYREFRESH BY NESTLE,1/27/2017,2/26/2017,WATER,77.78,2017,READYREFRESH BY NESTLE
N000002,HON. JERROLD NADLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0499447,READYREFRESH BY NESTLE,2/10/2017,2/28/2017,WATER,95.85,2017,READYREFRESH BY NESTLE
N000002,HON. JERROLD NADLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478489,READYREFRESH BY NESTLE,12/1/2016,12/31/2016,WATER,86.86,2016,READYREFRESH BY NESTLE
N000002,HON. JERROLD NADLER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478522,READYREFRESH BY NESTLE,11/27/2016,12/26/2016,WATER,44.77,2016,READYREFRESH BY NESTLE
N000179,HON. GRACE F. NAPOLITANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478830,ITS MY COOLER LLC,1/5/2017,1/5/2017,WATER,150,2017,ITS MY COOLER LLC
N000179,HON. GRACE F. NAPOLITANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0478806,ITS MY COOLER LLC,1/26/2017,1/26/2018,WATER,130,2018,ITS MY COOLER LLC
N000179,HON. GRACE F. NAPOLITANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0494001,ITS MY COOLER LLC,3/2/2017,2/3/2018,WATER,370,2018,ITS MY COOLER LLC
N000179,HON. GRACE F. NAPOLITANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0499684,SPARKLETTS & SIERRA SPRINGS,2/9/2017,2/9/2017,WATER,88.12,2017,SPARKLETTS & SIERRA SPRINGS
N000179,HON. GRACE F. NAPOLITANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/23/2017,AP,E0480554,READYREFRESH BY NESTLE,10/6/2016,10/14/2016,WATER,75.41,2016,READYREFRESH BY NESTLE
N000179,HON. GRACE F. NAPOLITANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/23/2017,AP,E0480561,READYREFRESH BY NESTLE,11/4/2016,11/14/2016,WATER,75.41,2016,READYREFRESH BY NESTLE
N000179,HON. GRACE F. NAPOLITANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/24/2017,AP,E0478795,READYREFRESH BY NESTLE,11/15/2016,12/14/2016,WATER,162.85,2016,READYREFRESH BY NESTLE
N000179,HON. GRACE F. NAPOLITANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,E0480555,READYREFRESH BY NESTLE,11/15/2016,12/14/2016,WATER,32.03,2016,READYREFRESH BY NESTLE
N000179,HON. GRACE F. NAPOLITANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/15/2017,AR,AC-12878,ARROWHEAD MOUNTAIN SPRING WATER,11/15/2016,12/14/2016,WATER,-32.03,2016,ARROWHEAD MOUNTAIN SPRING WATER
N000179,HON. GRACE F. NAPOLITANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/15/2017,AR,AC-12879,ARROWHEAD MOUNTAIN SPRING WATER,11/15/2016,12/14/2016,WATER,-51.89,2016,ARROWHEAD MOUNTAIN SPRING WATER
N000015,HON. RICHARD R. NEAL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/13/2017,AP,E0496148,READYREFRESH BY NESTLE,1/31/2017,2/24/2017,WATER,120.16,2017,READYREFRESH BY NESTLE
N000015,HON. RICHARD R. NEAL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,E0501624,RAINBOW DISTRIBUTING COMP INC,12/27/2016,2/21/2017,WATER,50.98,2017,RAINBOW DISTRIBUTING COMP INC
N000189,HON. DAN NEWHOUSE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478322,CULLIGAN YAKIMA WA,1/1/2017,1/31/2017,WATER,10.82,2017,CULLIGAN YAKIMA WA
N000189,HON. DAN NEWHOUSE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0489073,CULLIGAN YAKIMA WA,1/25/2017,2/28/2017,WATER,24.62,2017,CULLIGAN YAKIMA WA
N000189,HON. DAN NEWHOUSE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,38.99,2017,DEER PARK
N000189,HON. DAN NEWHOUSE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/20/2017,AP,912164,CULLIGAN YAKIMA WA,2/22/2017,3/31/2017,WATER,24.62,2017,CULLIGAN YAKIMA WA
N000189,HON. DAN NEWHOUSE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,38.99,2017,DEER PARK
N000189,HON. DAN NEWHOUSE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,251.74,2016,DEER PARK
N000189,HON. DAN NEWHOUSE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478323,CULLIGAN YAKIMA WA,12/27/2016,12/27/2016,WATER,13.8,2016,CULLIGAN YAKIMA WA
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,E0477806,WATERTREE INC,1/1/2017,1/31/2017,WATER,12,2017,WATERTREE INC
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478878,TRI STATE WATER INC,1/1/2017,1/31/2017,WATER,44.09,2017,TRI STATE WATER INC
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/24/2017,AP,E0477803,CULLIGAN OF ANNAPOLIS,2/1/2017,1/31/2018,WATER,405.48,2018,CULLIGAN OF ANNAPOLIS
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,37.92,2017,DEER PARK
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/3/2017,AP,E0489551,WATERTREE INC,2/1/2017,2/28/2017,WATER,12,2017,WATERTREE INC
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/3/2017,AP,E0489562,ALLEN WATER SOLUTIONS,12/11/2016,1/24/2017,WATER,49.52,2017,ALLEN WATER SOLUTIONS
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/3/2017,AP,E0489564,TRI STATE WATER INC,2/1/2017,2/28/2017,WATER,44.09,2017,TRI STATE WATER INC
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0496494,WATERTREE INC,3/1/2017,3/31/2017,WATER,12,2017,WATERTREE INC
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0496505,TRI STATE WATER INC,3/1/2017,3/31/2017,WATER,36,2017,TRI STATE WATER INC
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,37.92,2017,DEER PARK
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,E0477809,WATERTREE INC,1/1/2017,1/1/2017,WATER,0.5,2017,WATERTREE INC
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,37.92,2016,DEER PARK
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0477808,WATERTREE INC,12/28/2016,12/28/2016,WATER,14.1,2016,WATERTREE INC
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0481763,WATERTREE INC,10/1/2016,10/31/2016,WATER,12,2016,WATERTREE INC
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0480067,WATERTOWN PUBLIC OPINION,1/2/2017,1/1/2018,PUBLICATIONS/REFERENCE MAT'L,142.5,2018,WATERTOWN PUBLIC OPINION
N000127,HON. RICHARD M. NOLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0485688,QUENCH,1/1/2017,12/31/2017,WATER,516,2017,QUENCH
N000127,HON. RICHARD M. NOLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/28/2017,AP,E0488098,ARROWHEAD SPRINGS INC,1/1/2017,1/31/2017,WATER,25,2017,ARROWHEAD SPRINGS INC
N000127,HON. RICHARD M. NOLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0496246,ARROWHEAD SPRINGS INC,2/1/2017,2/28/2017,WATER,25,2017,ARROWHEAD SPRINGS INC
N000127,HON. RICHARD M. NOLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/5/2017,AP,E0471161,ARROWHEAD SPRINGS INC,11/1/2016,11/30/2016,WATER,25,2016,ARROWHEAD SPRINGS INC
N000127,HON. RICHARD M. NOLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0485688,QUENCH,10/31/2016,12/31/2016,WATER,-139.39,2016,QUENCH
N000188,HON. DONALD NORCROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,75.86,2017,DEER PARK
N000188,HON. DONALD NORCROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,110.86,2017,DEER PARK
N000188,HON. DONALD NORCROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,142.75,2016,DEER PARK
N000147,HON. ELEANOR HOLMES NORTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/24/2017,AP,E0480217,HAGUE QUALITY WATER OF MD INC,12/23/2016,1/22/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
N000147,HON. ELEANOR HOLMES NORTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/24/2017,AP,E0480219,HAGUE QUALITY WATER OF MD INC,1/11/2017,2/10/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
N000147,HON. ELEANOR HOLMES NORTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/6/2017,AP,E0484418,HAGUE QUALITY WATER OF MD INC,1/23/2017,2/22/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
N000147,HON. ELEANOR HOLMES NORTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/1/2017,AP,E0491480,HAGUE QUALITY WATER OF MD INC,2/11/2017,3/10/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
N000147,HON. ELEANOR HOLMES NORTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497526,HAGUE QUALITY WATER OF MD INC,3/11/2017,4/10/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
N000147,HON. ELEANOR HOLMES NORTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497528,HAGUE QUALITY WATER OF MD INC,2/23/2017,3/22/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-DS SERVICES STANDARD C,1/3/2017,1/28/2017,WATER,25.61,2017,CITI PCARD-DS SERVICES STANDARD C
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,32.37,2017,DEER PARK
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-DS SERVICES STANDARD C,1/29/2017,2/28/2017,WATER,32.13,2017,CITI PCARD-DS SERVICES STANDARD C
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,32.37,2017,DEER PARK
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-DS SERVICES STANDARD C,11/29/2016,12/28/2016,WATER,55.51,2016,CITI PCARD-DS SERVICES STANDARD C
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,32.37,2016,DEER PARK
O000170,"HON. BETO O""ROURKE",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-IN  STREAMLINE WATER,1/3/2017,1/28/2017,WATER,43.29,2017,CITI PCARD-IN  STREAMLINE WATER
O000170,"HON. BETO O""ROURKE",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,19.99,2017,DEER PARK
O000170,"HON. BETO O""ROURKE",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-IN  STREAMLINE WATER,1/29/2017,2/28/2017,WATER,43.29,2017,CITI PCARD-IN  STREAMLINE WATER
O000170,"HON. BETO O""ROURKE",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,19.99,2017,DEER PARK
O000170,"HON. BETO O""ROURKE",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-IN  STREAMLINE WATER,11/29/2016,12/28/2016,WATER,43.29,2016,CITI PCARD-IN  STREAMLINE WATER
O000170,"HON. BETO O""ROURKE",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,19.99,2016,DEER PARK
O000168,HON. PETE OLSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,69.89,2017,DEER PARK
O000168,HON. PETE OLSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/10/2017,AP,E0494711,BLACKWELL VICTORIA E.,2/28/2017,2/28/2017,WATER,11.98,2017,BLACKWELL VICTORIA E.
O000168,HON. PETE OLSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/15/2017,AP,E0495752,QUENCH,3/1/2017,3/31/2017,WATER,24.97,2017,QUENCH
O000168,HON. PETE OLSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,69.89,2017,DEER PARK
O000168,HON. PETE OLSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,64.94,2016,DEER PARK
